EmployeeID,Name,Age,Gender,Department,JobTitle,City,Education,YearsOfExperience,Salary,Bonus,PerformanceScore,PerformanceRating,JoiningDate,Email,Phone
EMP13879,Liu Qureshi,41.0,Other,Finance,Director,Hyderabad,B.Com,20.0,1011319.0,215892.0,2.4,EXCELLENT,,liu.qureshi4938@hotmail.com,2114849040
EMP10713,Neha Li,50.0,FEMALE,OPERATIONS,Business Analyst,San Antonio,BTech,19.0,4044522.0,475070.0,3.0,Good,2007-11-07,neha.li8171@yahoo.com,3321445935
EMP12656,Chen Ramirez,58.0,other,it,Team Lead,London,M.Sc,2.0,2237354.0,163448.0,7.9,poor,2015-08-16,chen.ramirez5821@gmail.com,9122557666
EMP13852,Noah Bukhari,60.0,female,marketing,SCRUM MASTER,Vancouver,B.Tech.,31.0,2168935.0,301506.0,1.4,B,2020-05-28,noah.bukhari3419@outlook.com,8653610097
EMP14330,Sara Hassan,59.0,OTHER,Operations,intern,Brisbane,bba,19.0,4864995.0,114979.0,2.4,D,,sara.hassan8153@gmail.com,4972889696
EMP10688,Noah Rao,53.0,M,logistics,PROJECT MANAGER,Chicago,llb,12.0,2759703.0,211486.0,3.3,A-,2007-10-01,noah.rao4123@gmail.com,n/a
EMP13028,Carlos Ramirez,46.0,f,operations,qa engineer,Chicago,BTech,11.0,4411430.0,246401.0,8.1,Good,2017-02-09,,4683739805
EMP11592,Ethan White,21.0,M,sales,devops engineer,Kolkata,BCA,12.0,1744329.0,265738.0,5.1,b,2011-05-14,ethan.white9874@yahoo.com,9123295323
EMP14222,Amir Ramirez,36.0,Male,LOGISTICS,HR Manager,Bristol,BSc,14.0,397945.0,403366.0,2.4,c,2021-11-20,amir.ramirez2851@company.org,5735988232
EMP10499,Dina Hussain,40.0,other,Quality,Logistics Coordinator,Edinburgh,BBA,23.0,2745384.0,231885.0,9.5,B,2006-12-29,dina.hussain3290@company.org,0893376763
EMP11638,Fang Hernandez,,Other,it,PROJECT MANAGER,Melbourne,PhD,24.0,4996629.0,355024.0,3.8,a,2011-07-20,,n/a
EMP11715,Sunita Gupta,31.0,male,marketing,Logistics Coordinator,San Antonio,MBA (Finance),27.0,1636370.0,159620.0,4.6,A-,2011-11-10,sunita.gupta2655@company.org,6767541595
EMP11750,Nour Sharma,45.0,Female,HR,director,Bangkok,mba (finance),25.0,4090299.0,72432.0,2.0,GOOD,2011-12-31,nour.sharma9489@company.org,6425434652
EMP14504,Sara Rizvi,44.0,MALE,IT,data scientist,Toronto,B.E,37.0,672599.0,,3.9,EXCELLENT,2023-01-06,sara.rizvi8848@yahoo.com,
EMP11568,Ethan Das,25.0,female,SALES,Business Analyst,Sheffield,B.Tech,35.0,4354512.0,80219.0,2.7,good,2011-04-09,invalid_email,9423034452
EMP11512,Jessica Khan,28.0,Other,Quality,PRODUCT MANAGER,Bangkok,B.Arch,17.0,3660282.0,276750.0,9.0,Good,2011-01-17,,0283371490
EMP10115,Valentina Menon,24.0,other,CUSTOMER SUPPORT,Logistics Coordinator,Ottawa,BBA,1.0,2550793.0,149880.0,9.3,Poor,2005-06-16,valentina.menon3217@gmail.com,1555601543
EMP13975,Layla Garcia,34.0,Other,IT,Business Analyst,Los Angeles,B.Arch,11.0,3378426.0,272327.0,4.3,poor,2020-11-24,layla.garcia1071@gmail.com,
EMP14065,Neha Banerjee,48.0,Female,Logistics,Logistics Coordinator,Hong Kong,MBBS,30.0,1318874.0,146717.0,4.3,A,2021-04-04,neha.banerjee8283@yahoo.com,4350613252
EMP12033,Layla Rodriguez,49.0,F,FINANCE,software engineer,Ahmedabad,BTech,5.0,1852374.0,41387.0,6.0,poor,2013-02-16,layla.rodriguez7147@gmail.com,9009320068
EMP12396,Tariq Alvi,57.0,M,Engineering,Security Analyst,Montreal,MCA,21.0,1884515.0,45260.0,6.3,c,2014-08-01,tariq.alvi810@yahoo.com,5035085950
EMP12502,Ethan Sheikh,61.0,f,Marketing,Scrum Master,Adelaide,BCA,5.0,4736314.0,367182.0,9.4,D,2015-01-03,ethan.sheikh4096@gmail.com,0757018861
EMP10215,Wei Ali,42.0,M,finance,PROJECT MANAGER,Kuwait City,BTECH,8.0,3545475.0,35442.0,7.8,D,2005-11-09,wei.ali1470@company.org,4541782397
EMP14419,Ashley Qureshi,28.0,female,Admin,Marketing Specialist,Manama,bba,inf,3200532.0,463406.0,9.2,D,2022-09-04,ashley.qureshi2548@yahoo.com,9234919013
EMP14414,Ava Lewis,54.0,MALE,Procurement,hr manager,Muscat,DIPLOMA,25.0,2282386.0,210104.0,2.6,Good,2022-08-27,ava.lewis6578@gmail.com,2241664683
EMP10899,Aarav White,33.0,F,Operations,data scientist,San Antonio,PHD,19.0,3868943.0,-inf,5.6,EXCELLENT,2008-08-05,aarav.white2739@gmail.com,2013990622
EMP14374,Neha Taylor,36.0,M,ADMIN,PRODUCT MANAGER,Tokyo,B.E,15.0,,388256.0,,d,2022-06-30,neha.taylor3935@gmail.com,2815594679
EMP12653,Dina Siddiqui,47.0,Other,R&D,Financial Analyst,Mumbai,mba,14.0,3829213.0,472521.0,8.5,a+,2015-08-11,dina.siddiqui4738@hotmail.com,
EMP14213,Ava Banerjee,48.0,Female,Marketing,SALES EXECUTIVE,Sydney,B.Sc,25.0,4412563.0,106551.0,1.4,D,2021-11-07,ava.banerjee5273@gmail.com,2859051661
EMP12733,Wei Khan,29.0,male,procurement,SALES EXECUTIVE,London,BCA,18.0,2018404.0,180692.0,3.6,POOR,2015-12-06,wei.khan3531@yahoo.com,9018721834
EMP13972,Noah Zhou,53.0,FEMALE,Marketing,qa engineer,Muscat,LLB,11.0,2453713.0,139887.0,8.5,Poor,2020-11-19,noah.zhou410@company.org,4277466729
EMP13596,Pedro Wang,32.0,other,FINANCE,legal counsel,Chennai,B.Tech,33.0,,145928.0,5.0,A+,2019-05-20,pedro.wang5755@yahoo.com,0259671639
EMP13952,Zara Malik,39.0,MALE,Human Resources,Cloud Architect,Hong Kong,BE,3.0,3036819.0,111768.0,4.1,,2020-10-21,zara.malik2132@yahoo.com,7821260671
EMP14481,Priya Bose,57.0,male,Marketing,Sales Executive,Singapore,M.Com,6.0,785756.0,186338.0,5.0,a+,,priya.bose4342@company.org,NA
EMP12380,Ava Hernandez,58.0,female,Operations,Business Analyst,Bristol,post graduate,33.0,2056405.0,126870.0,9.7,b,2014-07-08,ava.hernandez1640@yahoo.com,1770908685
EMP10833,Aarav Smith,21.0,FEMALE,logistics,director,Singapore,M.Tech,34.0,893143.0,42445.0,1.2,A,2008-04-30,aarav.smith7080@company.org,1433104732
EMP10781,John Rao,35.0,MALE,MARKETING,PRODUCT MANAGER,Pune,Ph.D,12.0,3640419.0,105251.0,5.4,,2008-02-14,john.rao347@company.org,7790826841
EMP13088,Nadia Anderson,51.0,male,finance,Software Engineer,Singapore,BBA,5.0,542203.0,inf,3.4,C,2017-05-08,nadia.anderson3353@yahoo.com,5406189154
EMP14985,Emma Harris,60.0,female,operations,HR Manager,Brisbane,bba,33.0,3275944.0,204010.0,5.9,poor,2024-12-09,emma.harris2563@company.org,5983172169
EMP10246,Carlos Torres,33.0,F,Engineering,software engineer,Bangkok,B.Sc,6.0,3888059.0,134090.0,1.1,Good,2005-12-24,carlos.torres3436@outlook.com,5095851574
EMP13045,Ethan Yang,25.0,male,HR,cloud architect,Surat,Ph.D,9.0,792323.0,386600.0,7.4,C,2017-03-06,invalid_email,1479929238
EMP14442,Liam Rao,28.0,MALE,procurement,Financial Analyst,Doha,MBA (HR),24.0,2459577.0,248795.0,8.5,C,,liam.rao3074@gmail.com,2536130324
EMP11049,Hana Farooq,23.0,female,admin,database admin,Perth,M.Com,inf,3342980.0,482179.0,4.5,a+,2009-03-12,hana.farooq2750@company.org,2339739060
EMP14672,Mia Ali,37.0,f,Legal,Scrum Master,Chicago,BSc,26.0,4095158.0,443973.0,7.0,Good,2023-09-08,mia.ali6994@outlook.com,3272886123
EMP14108,Rajesh Thompson,23.0,Female,Procurement,Marketing Specialist,London,PhD,9.0,462668.0,325741.0,8.6,EXCELLENT,2021-06-06,rajesh.thompson9071@hotmail.com,0312088474
EMP12068,Layla Hashmi,29.0,other,SALES,Data Analyst,Melbourne,B.Arch,23.0,4386427.0,201341.0,7.3,good,2013-04-09,layla.hashmi2561@yahoo.com,1530291850
EMP10153,Pedro Ahmed,36.0,Male,MARKETING,Intern,Los Angeles,B.Sc,32.0,761984.0,27173.0,2.6,a,2005-08-11,pedro.ahmed7187@outlook.com,1410678237
EMP11368,Maria Das,47.0,F,Quality,ux designer,Kuala Lumpur,PHD,2.0,4483298.0,440227.0,5.6,excellent,2010-06-21,maria.das4692@gmail.com,3573316678
EMP12773,Rajesh Martin,42.0,MALE,MARKETING,director,Los Angeles,mba,27.0,978299.0,317016.0,2.5,A,2016-02-03,rajesh.martin7678@company.org,9696891799
EMP14345,Lakshmi Young,22.0,MALE,marketing,VP,Birmingham,BTECH,22.0,2974451.0,17153.0,3.4,a+,2022-05-18,lakshmi.young1765@outlook.com,5547336497
EMP14507,Amir Williams,24.0,F,IT,Logistics Coordinator,Phoenix,B.Com,31.0,2747714.0,182128.0,6.5,c,2023-01-10,amir.williams6703@company.org,6605566454
EMP11755,Karim Sharma,57.0,other,Human Resources,financial analyst,Abu Dhabi,BTECH,30.0,739037.0,414225.0,1.0,D,2012-01-07,karim.sharma8404@hotmail.com,0920016821
EMP10418,Sophia Davis,61.0,MALE,Sales,logistics coordinator,Bangalore,DIPLOMA,7.0,4773968.0,103204.0,,excellent,2006-09-02,sophia.davis6386@yahoo.com,2180586187
EMP13984,Amit Wang,,F,Admin,Sales Executive,Sheffield,MBA (Finance),5.0,1888356.0,477898.0,5.0,A+,2020-12-07,amit.wang9597@outlook.com,7557915405
EMP13642,Arjun Sanchez,23.0,other,marketing,hr manager,Surat,Ph.D,11.0,3731367.0,129962.0,3.5,,2019-07-26,arjun.sanchez4584@hotmail.com,5490294210
EMP12692,Michael Liu,29.0,MALE,Admin,business analyst,Mumbai,MBA,37.0,4030010.0,490218.0,9.0,a+,2015-10-07,michael.liu8770@outlook.com,6425986766
EMP14395,Fang Perez,52.0,FEMALE,logistics,SALES EXECUTIVE,Dammam,diploma,0.0,495337.0,136189.0,999.0,c,2022-07-31,fang.perez5654@yahoo.com,3237697037
EMP14379,Yusuf Wang,50.0,Male,CUSTOMER SUPPORT,HR Manager,Dallas,BSc,0.0,4405068.0,135237.0,5.9,,2022-07-07,yusuf.wang1438@hotmail.com,5335874602
EMP11598,Mariam Robinson,32.0,M,Quality,intern,Shanghai,BTech,11.0,4443187.0,242078.0,6.5,poor,2011-05-23,mariam.robinson7955@outlook.com,0991954313
EMP14886,Pooja Bukhari,32.0,Other,R&D,Intern,Riyadh,BTech,12.0,4575190.0,144145.0,1.7,POOR,,pooja.bukhari7527@hotmail.com,1078481980
EMP12856,Fatima Hassan,40.0,F,operations,Procurement Manager,Kuala Lumpur,BCA,25.0,2004746.0,141037.0,2.4,GOOD,2016-06-03,fatima.hassan7023@hotmail.com,8925869827
EMP12538,Yang Wang,58.0,MALE,Customer Support,Marketing Specialist,Hong Kong,B.Com,19.0,4013330.0,251106.0,6.8,d,2015-02-24,yang.wang9748@yahoo.com,0196022296
EMP11682,Pooja Sanchez,61.0,Female,operations,ux designer,Houston,LLB,10.0,345076.0,327591.0,9.6,C,2011-09-23,pooja.sanchez4672@yahoo.com,0841836312
EMP11549,Sunita Liu,43.0,Female,Customer Support,Procurement Manager,Dallas,llb,36.0,2251319.0,,3.4,C,2011-03-12,sunita.liu7640@outlook.com,7782172785
EMP10020,Aarav Pillai,29.0,Other,SALES,Team Lead,Phoenix,M.Sc,15.0,3548123.0,333309.0,7.5,A,2005-01-28,aarav.pillai4737@gmail.com,3271882788
EMP14571,Liam Ibrahim,48.0,female,QUALITY,Project Manager,Jeddah,BTech,,,455754.0,2.3,A+,2023-04-14,liam.ibrahim6232@yahoo.com,4207993575
EMP14353,Yusuf Banerjee,38.0,Female,Operations,data scientist,Perth,B.E,11.0,1435880.0,198945.0,7.3,c,2022-05-30,yusuf.banerjee4148@hotmail.com,9212522383
EMP10710,Sara Reddy,37.0,Other,legal,logistics coordinator,Shanghai,BSc,3.0,1265894.0,491875.0,2.0,GOOD,2007-11-02,sara.reddy9064@gmail.com,6989912257
EMP10350,Dina Gonzalez,34.0,f,Marketing,Business Analyst,Hong Kong,M.Tech,21.0,1261311.0,192633.0,,A,2006-05-25,dina.gonzalez3076@company.org,2117986145
EMP10647,Priya Torres,42.0,male,R&D,hr manager,Singapore,Diploma,10.0,3002762.0,263559.0,5.1,C,,priya.torres2613@gmail.com,5939273939
EMP11139,Yang White,24.0,f,FINANCE,Project Manager,Kuwait City,B.Com,24.0,4153636.0,117344.0,5.0,Good,2009-07-21,yang.white6403@hotmail.com,7344102571
EMP10118,Hassan Yang,50.0,female,MARKETING,data scientist,Calgary,B.Tech,inf,1848357.0,198533.0,2.4,A-,2005-06-20,hassan.yang6683@yahoo.com,4476800505
EMP14761,Hassan Wang,54.0,OTHER,Operations,intern,Hyderabad,MBA,26.0,4460309.0,308231.0,6.4,d,2024-01-16,hassan.wang5553@hotmail.com,1411124947
EMP13060,Emily Mukherjee,23.0,Female,hr,network engineer,Vancouver,B.Arch,15.0,496318.0,61604.0,8.1,A,2017-03-28,emily.mukherjee6929@outlook.com,8691894780
EMP10690,Wei Martin,61.0,female,SALES,UX Designer,Leeds,MBA (Finance),29.0,4672037.0,421365.0,,B,2007-10-04,wei.martin6864@yahoo.com,3625596172
EMP12624,Pooja Ibrahim,25.0,female,customer support,network engineer,Hong Kong,Diploma,19.0,50.0,377455.0,7.6,B,2015-06-30,pooja.ibrahim1337@outlook.com,1313443655
EMP13337,Arjun Akhtar,49.0,M,LOGISTICS,Data Scientist,Birmingham,BBA,10.0,502802.0,371784.0,7.0,excellent,2018-05-07,arjun.akhtar3349@company.org,
EMP10664,Meena Baig,52.0,Other,Quality,Legal Counsel,Leeds,M.Tech,24.0,3018684.0,22622.0,8.2,EXCELLENT,2007-08-27,meena.baig7493@gmail.com,7650440010
EMP11800,Rahul Chaudhry,23.0,Female,operations,network engineer,Sharjah,MBA,0.0,261785.0,414822.0,1.5,,2012-03-13,rahul.chaudhry7199@hotmail.com,7217801299
EMP11257,Karim Hashmi,28.0,f,procurement,operations manager,Nottingham,mba,23.0,761411.0,136764.0,1.9,A+,2010-01-10,karim.hashmi6532@gmail.com,7299632597
EMP11242,Liam Zhao,22.0,M,Customer Support,DevOps Engineer,Vancouver,BCA,4.0,1930784.0,313672.0,3.7,d,2009-12-19,liam.zhao3766@gmail.com,3723653476
EMP13326,Isabella Flores,53.0,OTHER,ADMIN,Intern,Manchester,M.Tech,18.0,inf,280648.0,9.7,A+,2018-04-21,isabella.flores5692@yahoo.com,5659218490
EMP12831,Oliver Verma,32.0,MALE,quality,hr manager,Beijing,Ph.D,34.0,3805371.0,31418.0,6.6,b,2016-04-27,oliver.verma3699@yahoo.com,5424576382
EMP14825,Faisal Patel,58.0,FEMALE,LOGISTICS,logistics coordinator,Jakarta,M.Sc,8.0,1769000.0,46490.0,1.9,C,2024-04-19,faisal.patel1475@yahoo.com,3350268790
EMP11779,Carlos Zhang,28.0,M,sales,TEAM LEAD,Manila,BBA,18.0,1612889.0,101060.0,5.3,poor,2012-02-11,carlos.zhang1844@gmail.com,5952783710
EMP12577,Omar Miller,28.0,Female,Operations,HR Manager,Phoenix,BTech,5.0,1017106.0,464452.0,1.7,d,2015-04-22,omar.miller6251@hotmail.com,1690791191
EMP14085,Sophia Banerjee,58.0,FEMALE,engineering,intern,Leeds,diploma,,1906861.0,258031.0,2.0,b,2021-05-04,sophia.banerjee787@outlook.com,0437339352
EMP13389,Xiao Hernandez,40.0,F,finance,Data Analyst,Doha,BSc,34.0,10000000000.0,464835.0,8.4,b,2018-07-22,xiao.hernandez777@company.org,
EMP13087,Lin Banerjee,47.0,OTHER,logistics,operations manager,Surat,post graduate,25.0,4623309.0,311189.0,4.2,POOR,2017-05-06,lin.banerjee9488@outlook.com,8997662768
EMP12648,Tariq Zhao,41.0,Other,R&D,intern,Pune,mba (finance),21.0,4442886.0,286765.0,7.9,EXCELLENT,2015-08-04,tariq.zhao5995@hotmail.com,6314210180
EMP11590,Yusuf Robinson,36.0,Other,QUALITY,financial analyst,Austin,Ph.D,35.0,2380008.0,478832.0,1.4,b,2011-05-11,yusuf.robinson2476@hotmail.com,9155660144
EMP10596,Amir Menon,46.0,m,customer support,Intern,Singapore,BSc,19.0,770180.0,233027.0,7.6,Poor,2007-05-20,amir.menon9238@company.org,7881510715
EMP10291,Maria Sheikh,33.0,MALE,legal,data analyst,Riyadh,Post Graduate,27.0,2815972.0,,3.5,,2006-02-28,maria.sheikh9533@hotmail.com,1338257359
EMP14325,James Rao,27.0,Male,procurement,network engineer,Chennai,MBA (HR),16.0,1756918.0,54321.0,7.7,D,2022-04-19,james.rao9110@company.org,5756153954
EMP13646,James Young,56.0,other,operations,procurement manager,Liverpool,BE,35.0,1494048.0,93202.0,2.8,C,2019-08-01,james.young956@yahoo.com,7783016228
EMP10728,Lin Chatterjee,23.0,male,logistics,network engineer,Seoul,mba,15.0,4083351.0,230383.0,3.3,A,2007-11-29,lin.chatterjee8054@outlook.com,0705583722
EMP14411,Lin Ibrahim,24.0,f,hr,ux designer,San Antonio,B.Arch,24.0,3007730.0,247430.0,4.2,poor,2022-08-23,lin.ibrahim9224@yahoo.com,7409243138
EMP13936,Nadia Williams,30.0,female,ADMIN,Legal Counsel,Nottingham,B.E,5.0,3972965.0,246779.0,3.7,excellent,2020-09-28,nadia.williams7295@company.org,8689444816
EMP11021,Sofia Chatterjee,59.0,M,Engineering,DevOps Engineer,Sharjah,B.E,26.0,1536659.0,64096.0,7.2,Good,2009-01-30,sofia.chatterjee9408@company.org,9052650666
EMP14792,Mia Bukhari,,Female,Legal,Sales Executive,Hong Kong,MCA,7.0,3866921.0,273486.0,5.3,EXCELLENT,2024-03-02,mia.bukhari2192@yahoo.com,7765792430
EMP13685,Hana Siddiqui,53.0,Other,CUSTOMER SUPPORT,SECURITY ANALYST,Doha,mba (finance),28.0,4642555.0,9999999999.0,3.0,good,2019-09-27,hana.siddiqui5697@outlook.com,2617823846
EMP10243,John Bukhari,34.0,male,customer support,QA Engineer,Glasgow,LLB,16.0,4186745.0,123889.0,5.8,B,2005-12-20,john.bukhari7451@company.org,7370135192
EMP12873,Yusuf Jones,32.0,MALE,Legal,Business Analyst,Doha,b.com,19.0,940528.0,394258.0,4.0,A+,2016-06-28,yusuf.jones6533@yahoo.com,8033081763
EMP10986,Chen Rizvi,47.0,Male,quality,SENIOR DEVELOPER,San Diego,B.Tech,25.0,2845415.0,82798.0,5.3,EXCELLENT,2008-12-10,chen.rizvi9229@outlook.com,9700937212
EMP11740,Lakshmi Hashmi,56.0,female,Legal,Logistics Coordinator,Hyderabad,Ph.D,20.0,423727.0,248529.0,2.8,good,2011-12-16,lakshmi.hashmi4178@company.org,0943890784
EMP10274,Yang White,53.0,other,Admin,Intern,Abu Dhabi,Post Graduate,32.0,3936823.0,457412.0,9.6,,2006-02-03,yang.white332@outlook.com,1355882654
EMP12459,Amir Smith,56.0,OTHER,Procurement,director,Kolkata,mba,9.0,277059.0,455907.0,9.7,c,2014-11-01,amir.smith306@yahoo.com,8914826599
EMP14715,Faisal Ramirez,60.0,Other,customer support,director,Dallas,BTech,25.0,3140419.0,181741.0,2.3,A,2023-11-10,faisal.ramirez8920@yahoo.com,2908654751
EMP11102,Sarah Menon,,male,sales,SENIOR DEVELOPER,Singapore,M.Sc,31.0,4312491.0,427857.0,6.1,c,2009-05-28,sarah.menon3843@company.org,9105886305
EMP13948,Juan Ahmed,21.0,FEMALE,Admin,UX Designer,Tokyo,M.Tech,26.0,700711.0,203241.0,7.5,C,2020-10-15,juan.ahmed5625@hotmail.com,0622842161
EMP14980,Suresh Akhtar,61.0,f,r&d,Data Scientist,Edinburgh,MBA (HR),7.0,4837394.0,11071.0,6.7,d,,suresh.akhtar8842@outlook.com,2999632390
EMP12061,Isabella Menon,,male,Customer Support,Network Engineer,Glasgow,PhD,15.0,,105780.0,6.5,POOR,2013-03-29,isabella.menon9791@company.org,7984552301
EMP11313,Meena Yang,61.0,f,Customer Support,legal counsel,Beijing,M.Sc,16.0,inf,333267.0,3.6,POOR,,meena.yang2562@company.org,3999788165
EMP11560,Sofia Farooq,31.0,f,sales,QA Engineer,Kuwait City,B.Sc,14.0,3188094.0,65747.0,9.2,A-,2011-03-28,invalid_email,7662505103
EMP12112,Ethan Rodriguez,35.0,MALE,ENGINEERING,cloud architect,Kolkata,LLB,9.0,3582241.0,170847.0,8.3,C,2013-06-12,ethan.rodriguez4023@company.org,0163345197
EMP10390,Fang Wu,31.0,M,Procurement,HR Manager,Vancouver,B.E,11.0,3952670.0,388087.0,9.0,good,2006-07-23,fang.wu6715@gmail.com,6502732454
EMP14107,Wang Perez,47.0,OTHER,it,SALES EXECUTIVE,Pune,MBA,35.0,4948059.0,410547.0,,a+,2021-06-05,wang.perez6874@outlook.com,8715645486
EMP11374,Sara Ali,49.0,Other,ENGINEERING,DevOps Engineer,Jakarta,BCA,26.0,3957672.0,101773.0,9.3,,2010-06-30,sara.ali1874@yahoo.com,7070925400
EMP13284,Valentina Wilson,46.0,female,Marketing,procurement manager,Glasgow,MCA,32.0,2347409.0,313121.0,6.8,,2018-02-18,valentina.wilson9574@hotmail.com,8332363656
EMP12407,Emily Ramirez,,Male,CUSTOMER SUPPORT,operations manager,Los Angeles,M.Com,19.0,4847761.0,205629.0,9.6,d,2014-08-17,emily.ramirez8217@yahoo.com,7366585656
EMP10884,Lucas Harris,45.0,female,SALES,PRODUCT MANAGER,Abu Dhabi,bba,,4212909.0,83390.0,6.8,B,2008-07-14,lucas.harris8219@company.org,1259161946
EMP10173,Mohammed Miller,28.0,F,it,Team Lead,Kuwait City,DIPLOMA,14.0,4520762.0,460343.0,8.5,poor,2005-09-09,mohammed.miller8822@hotmail.com,6984124246
EMP14135,Emily Hernandez,38.0,Female,legal,legal counsel,Montreal,B.Tech.,20.0,4213123.0,307363.0,1.6,,2021-07-16,emily.hernandez9402@company.org,3423077176
EMP11208,Rajesh Young,59.0,OTHER,admin,Business Analyst,Singapore,MBA (Finance),31.0,509942.0,373368.0,8.3,GOOD,2009-10-30,rajesh.young1262@outlook.com,6026794900
EMP11075,John Chen,46.0,MALE,Customer Support,TEAM LEAD,Chicago,bba,34.0,3271530.0,365378.0,,A-,2009-04-19,john.chen3669@outlook.com,
EMP14612,Ali White,54.0,MALE,finance,Marketing Specialist,Chicago,B.Arch,0.0,600678.0,71887.0,6.3,C,2023-06-13,ali.white542@yahoo.com,3029878449
EMP11868,Liu Iyer,51.0,M,Customer Support,Team Lead,Riyadh,Diploma,20.0,3150872.0,341740.0,7.0,d,2012-06-20,liu.iyer730@gmail.com,4084794242
EMP11873,Liam Singh,53.0,m,Sales,Business Analyst,Seoul,B.Sc,28.0,4955756.0,304824.0,7.9,excellent,2012-06-28,liam.singh7007@hotmail.com,3258576033
EMP13342,Hana Ibrahim,46.0,M,HR,Product Manager,Seoul,B.Sc,18.0,2756606.0,423541.0,7.4,d,2018-05-14,hana.ibrahim4106@hotmail.com,5257052506
EMP13693,Rahul Gupta,-5.0,MALE,OPERATIONS,Business Analyst,Manama,B.E,19.0,2756106.0,380131.0,6.4,c,2019-10-09,rahul.gupta827@gmail.com,1750668935
EMP13676,Luis Reddy,28.0,MALE,MARKETING,Software Engineer,Dammam,M.Sc,10.0,3861744.0,300662.0,4.0,poor,2019-09-14,luis.reddy6358@outlook.com,5194027740
EMP11422,Dina Das,37.0,OTHER,QUALITY,PROJECT MANAGER,Dallas,BTECH,20.0,1003793.0,82605.0,8.4,A,2010-09-08,dina.das3831@yahoo.com,4480888334
EMP12664,John Taylor,36.0,Other,Marketing,ux designer,Ahmedabad,BTECH,9.0,4181433.0,116698.0,1.8,POOR,2015-08-27,john.taylor3783@hotmail.com,7030173795
EMP10417,Arjun Ramirez,30.0,F,sales,SALES EXECUTIVE,Dammam,llb,15.0,3311077.0,462252.0,1.2,Poor,2006-08-31,arjun.ramirez3500@gmail.com,4095666038
EMP12204,Faisal Zhang,45.0,FEMALE,Admin,business analyst,Glasgow,B.Sc,7.0,1715066.0,441535.0,4.7,A,2013-10-24,faisal.zhang8305@yahoo.com,0713800822
EMP10905,Zara Thomas,55.0,other,admin,intern,Dubai,mba,22.0,453790.0,132277.0,,b,2008-08-13,zara.thomas4744@hotmail.com,7909441454
EMP10819,Hana Ibrahim,58.0,MALE,sales,Financial Analyst,Singapore,mba (finance),inf,4965590.0,161128.0,6.7,b,,hana.ibrahim8559@yahoo.com,7815907134
EMP12526,Anjali Reddy,44.0,Male,quality,cloud architect,Hyderabad,M.Com,12.0,1203558.0,33117.0,7.0,d,2015-02-07,anjali.reddy3798@company.org,1906041518
EMP13764,Faisal Sanchez,58.0,Other,procurement,logistics coordinator,Perth,Diploma,10.0,2954171.0,12497.0,7.1,A-,2020-01-21,faisal.sanchez3283@hotmail.com,0342848740
EMP10703,Isabella Mehta,23.0,Other,legal,Intern,Abu Dhabi,mba (finance),37.0,1746473.0,422288.0,6.4,D,2007-10-23,isabella.mehta7698@outlook.com,5330268915
EMP12090,Zara Robinson,51.0,other,HR,business analyst,San Antonio,MBA (Finance),11.0,inf,221847.0,8.6,a,2013-05-11,zara.robinson6418@company.org,8520401371
EMP13869,Faisal Alvi,33.0,other,Engineering,hr manager,Dammam,BTech,8.0,3228757.0,243384.0,9.2,good,2020-06-22,faisal.alvi9178@gmail.com,3979848428
EMP11233,Nadia Chen,59.0,m,R&D,Database Admin,Melbourne,B.Tech.,27.0,3771539.0,308490.0,7.4,A-,2009-12-06,nadia.chen3546@yahoo.com,6128469566
EMP10595,David Chen,50.0,Male,finance,SCRUM MASTER,Beijing,MBA (HR),6.0,inf,291206.0,1.4,POOR,2007-05-18,,5132964632
EMP10540,Omar Torres,25.0,FEMALE,Marketing,Security Analyst,Surat,mba,32.0,4897559.0,374594.0,2.6,EXCELLENT,2007-02-27,,2253906384
EMP11756,Emma Wu,24.0,M,procurement,intern,Adelaide,post graduate,1.0,886967.0,86000.0,2.1,B,2012-01-09,emma.wu7455@gmail.com,0583825748
EMP12105,Hassan Malik,29.0,OTHER,QUALITY,data analyst,Beijing,M.Tech,9.0,363872.0,313212.0,5.2,excellent,2013-06-02,hassan.malik821@company.org,6396463817
EMP12543,Wei Martinez,59.0,FEMALE,LOGISTICS,operations manager,Tokyo,llb,24.0,3535199.0,340114.0,8.9,POOR,2015-03-04,wei.martinez1171@company.org,6723923409
EMP10938,Sara Garcia,40.0,Male,logistics,Database Admin,Montreal,B.Tech,2.0,3674045.0,367333.0,6.4,A+,2008-10-01,sara.garcia1149@hotmail.com,4008159815
EMP14871,Dina Siddiqui,52.0,f,Human Resources,Data Analyst,Bangalore,B.Com,28.0,1503927.0,458288.0,4.6,,2024-06-25,dina.siddiqui8781@hotmail.com,4176470679
EMP13164,Ava Siddiqui,30.0,male,customer support,Business Analyst,Dammam,M.Tech,18.0,4376949.0,110517.0,4.6,POOR,2017-08-27,ava.siddiqui7078@company.org,4711023569
EMP12188,Luis Singh,60.0,other,Engineering,QA Engineer,Beijing,b.com,,1398966.0,77531.0,-inf,D,2013-10-01,luis.singh7242@outlook.com,2267182887
EMP13436,David Rizvi,51.0,Other,customer support,Sales Executive,Vancouver,Ph.D,,,457149.0,5.5,a,2018-09-28,david.rizvi1024@gmail.com,3664096467
EMP11353,Rahul Ali,40.0,f,Quality,Software Engineer,Sheffield,M.Tech,23.0,500.0,430514.0,5.4,A,2010-05-30,rahul.ali661@yahoo.com,5601609707
